"Date","Open","High","Low","Close","Shares.Traded","Turnover..Rs..Cr."
"26-Mar-2014",6615.65,6627.45,6580.6,6601.4,186570474,7046.34
"27-Mar-2014",6613.1,6673.95,6599.5,6641.75,312383468,12924.37
"28-Mar-2014",6673.05,6702.6,6643.8,6695.9,134114378,6862.55
"31-Mar-2014",6723.15,6730.05,6662.4,6704.2,177579421,7743.3
"01-Apr-2014",6729.5,6732.25,6675.45,6721.05,147136671,7174.14
"02-Apr-2014",6757.6,6763.5,6723.6,6752.55,173335875,8007.75
"03-Apr-2014",6772.05,6776.75,6696.9,6736.1,197546648,7738.58
"04-Apr-2014",6741.85,6741.85,6685.15,6694.35,155127592,6676.88
"07-Apr-2014",6694.25,6725.15,6650.4,6695.05,133947319,6707.01
"09-Apr-2014",6722,6808.7,6705.1,6796.2,169794626,8892.66
"10-Apr-2014",6803.05,6819.05,6777.3,6796.4,191125947,9079.6
"11-Apr-2014",6758.35,6789.35,6743.15,6776.3,140734579,7463.19
"15-Apr-2014",6792.7,6813.4,6711.75,6733.1,123197822,7100.26
"16-Apr-2014",6727.25,6748.65,6665.15,6675.3,119768833,6168.64
"17-Apr-2014",6695.45,6783.05,6684.4,6779.4,131488368,6952.58
"21-Apr-2014",6789.25,6825.45,6786.9,6817.65,111840313,5711.98
"22-Apr-2014",6822.9,6838,6806.25,6815.35,114693049,5636.78
"23-Apr-2014",6823.25,6861.6,6820.75,6840.8,182972972,9247.25
"25-Apr-2014",6855.8,6869.85,6772.85,6782.75,154320793,8021.33
"28-Apr-2014",6778.55,6786.25,6750.3,6761.25,118162668,6297.18
"29-Apr-2014",6769,6779.7,6708.65,6715.25,115511531,5459.34
"30-Apr-2014",6724.95,6780.15,6656.8,6696.4,161106871,7066.78
"02-May-2014",6709.95,6737.65,6689.5,6694.8,114275323,5030.42
"05-May-2014",6681.65,6741.05,6680.45,6699.35,104989653,4881.32
"06-May-2014",6719.25,6743.45,6701.9,6715.3,88291413,4168.72
"07-May-2014",6708.6,6718.75,6642.9,6652.55,114099791,6513.29
"08-May-2014",6669.9,6688.4,6638.55,6659.85,101549745,5413.39
"09-May-2014",6654.15,6871.35,6652.15,6858.8,166442779,8027.14
"12-May-2014",6863.4,7020.05,6862.9,7014.25,157725090,8475.17
"13-May-2014",7080,7172.35,7067.15,7108.75,232221733,10573.11
"14-May-2014",7112,7142.25,7080.9,7108.75,177204155,9395.8
"15-May-2014",7111.3,7152.55,7082.55,7123.15,186848485,8947.95
"16-May-2014",7270.2,7563.5,7130.65,7203,393156741,21057.07
"19-May-2014",7276.85,7291.1,7193.55,7263.55,316246557,15228.6
"20-May-2014",7309.95,7353.65,7247.7,7275.5,255333095,11139.51
"21-May-2014",7274.85,7287.15,7206.7,7252.9,203137825,9544.12
"22-May-2014",7289.95,7319.55,7258.15,7276.4,240943899,10104.55
"23-May-2014",7306.5,7381,7293.9,7367.1,259638086,12002.13
"26-May-2014",7428.75,7504,7269.05,7359.05,273236339,13203.73
"27-May-2014",7363.1,7372.95,7274.75,7318,168599276,7931.22
"28-May-2014",7324.95,7344.75,7302.6,7329.65,175595609,8929.71
"29-May-2014",7316.6,7325.4,7224.4,7235.65,241115398,13385.17
"30-May-2014",7254.85,7272.5,7118.45,7229.95,312152571,13837.29
"02-Jun-2014",7264.05,7368.6,7239.5,7362.5,169891181,7833.43
"03-Jun-2014",7375.35,7424.95,7342.15,7415.85,234680218,10354.94
